"","Sample","MTaxa","Proportion","Day","Condition","Experiment"
"775","m18_11B_S10","Bifidobacterium",3.45921870650459,"Baseline","Plus",2
"776","m18_11B_S10","Lachnoclostridium",1.34585559193521,"Baseline","Plus",2
"777","m18_11B_S10","Anaerostipes",0,"Baseline","Plus",2
"778","m18_11B_S10","Lachnospiraceae UCG-006",0.0921274142022031,"Baseline","Plus",2
"779","m18_11B_S10","Salmonella",0,"Baseline","Plus",2
"780","m18_11B_S10","Parabacteroides",1.00849693129548,"Baseline","Plus",2
"781","m18_11B_S10","Cutibacterium",0,"Baseline","Plus",2
"782","m18_11B_S10","Unclassified",40.6775010273201,"Baseline","Plus",2
"783","m18_11B_S10","Other",12.2863505613807,"Baseline","Plus",2
"784","m18_11F_S23","Escherichia-Shigella",17.8966640681535,"Day2","Plus",2
"785","m18_11F_S23","Bacteroides",53.2099919559971,"Day2","Plus",2
"786","m18_11F_S23","HT002",18.1729243211514,"Day2","Plus",2
"787","m18_11F_S23","[Clostridium] innocuum group",0.00885150894934142,"Day2","Plus",2
"788","m18_11F_S23","Ligilactobacillus",0,"Day2","Plus",2
"789","m18_11F_S23","Dubosiella",0,"Day2","Plus",2
"790","m18_11F_S23","Blautia",0,"Day2","Plus",2
"791","m18_11F_S23","Faecalibaculum",0,"Day2","Plus",2
"792","m18_11F_S23","Lactobacillus",0,"Day2","Plus",2
"793","m18_11F_S23","Enterococcus",0,"Day2","Plus",2
"794","m18_11F_S23","Turicibacter",0,"Day2","Plus",2
"795","m18_11F_S23","Clostridium sensu stricto 1",0.00326108224449421,"Day2","Plus",2
"796","m18_11F_S23","Paraclostridium",0.0114914326710748,"Day2","Plus",2
"797","m18_11F_S23","Ileibacterium",0,"Day2","Plus",2
"798","m18_11F_S23","Klebsiella",0.207156367340727,"Day2","Plus",2
"799","m18_11F_S23","Lachnospiraceae UCG-001",0,"Day2","Plus",2
"800","m18_11F_S23","Lachnospiraceae NK4A136 group",0,"Day2","Plus",2
"801","m18_11F_S23","Streptococcus",0.000621158522760801,"Day2","Plus",2
"802","m18_11F_S23","Romboutsia",0,"Day2","Plus",2
"803","m18_11F_S23","Erysipelatoclostridium",0,"Day2","Plus",2
"804","m18_11F_S23","Bifidobacterium",0,"Day2","Plus",2
"805","m18_11F_S23","Lachnoclostridium",0,"Day2","Plus",2
"806","m18_11F_S23","Anaerostipes",0,"Day2","Plus",2
"807","m18_11F_S23","Lachnospiraceae UCG-006",0,"Day2","Plus",2
"808","m18_11F_S23","Salmonella",0,"Day2","Plus",2
"809","m18_11F_S23","Parabacteroides",0,"Day2","Plus",2
"810","m18_11F_S23","Cutibacterium",0.000310579261380401,"Day2","Plus",2
"811","m18_11F_S23","Unclassified",6.80743154056631,"Day2","Plus",2
"812","m18_11F_S23","Other",3.68129598514189,"Day2","Plus",2
"813","m18_11N_S35","Escherichia-Shigella",0.0532129512136646,"Day13","Plus",2
"814","m18_11N_S35","Bacteroides",27.9175023828877,"Day13","Plus",2
"815","m18_11N_S35","HT002",2.10366584605669,"Day13","Plus",2
"816","m18_11N_S35","[Clostridium] innocuum group",0.0944383694616136,"Day13","Plus",2
"817","m18_11N_S35","Ligilactobacillus",0,"Day13","Plus",2
"818","m18_11N_S35","Dubosiella",0,"Day13","Plus",2
"819","m18_11N_S35","Blautia",0,"Day13","Plus",2
"820","m18_11N_S35","Faecalibaculum",0,"Day13","Plus",2
"821","m18_11N_S35","Lactobacillus",0,"Day13","Plus",2
"822","m18_11N_S35","Enterococcus",0,"Day13","Plus",2
"823","m18_11N_S35","Turicibacter",9.51780879592541,"Day13","Plus",2
"824","m18_11N_S35","Clostridium sensu stricto 1",0.57525539292794,"Day13","Plus",2
"825","m18_11N_S35","Paraclostridium",0,"Day13","Plus",2
"826","m18_11N_S35","Ileibacterium",0,"Day13","Plus",2
"827","m18_11N_S35","Klebsiella",0,"Day13","Plus",2
"828","m18_11N_S35","Lachnospiraceae UCG-001",6.50235949734228,"Day13","Plus",2
"829","m18_11N_S35","Lachnospiraceae NK4A136 group",10.5309015209548,"Day13","Plus",2
"830","m18_11N_S35","Streptococcus",0,"Day13","Plus",2
"831","m18_11N_S35","Romboutsia",2.68082170152797,"Day13","Plus",2
"832","m18_11N_S35","Erysipelatoclostridium",0,"Day13","Plus",2
"833","m18_11N_S35","Bifidobacterium",4.73536790031051,"Day13","Plus",2
"834","m18_11N_S35","Lachnoclostridium",4.79223558718445,"Day13","Plus",2
"835","m18_11N_S35","Anaerostipes",0,"Day13","Plus",2
"836","m18_11N_S35","Lachnospiraceae UCG-006",1.37140300916315,"Day13","Plus",2
"837","m18_11N_S35","Salmonella",0,"Day13","Plus",2
"838","m18_11N_S35","Parabacteroides",0,"Day13","Plus",2
"839","m18_11N_S35","Cutibacterium",0,"Day13","Plus",2
"840","m18_11N_S35","Unclassified",13.8198712363532,"Day13","Plus",2
"841","m18_11N_S35","Other",15.3051558086907,"Day13","Plus",2
"842","m18_12B_S11","Escherichia-Shigella",0,"Baseline","Plus",2
"843","m18_12B_S11","Bacteroides",1.30994494015493,"Baseline","Plus",2
"844","m18_12B_S11","HT002",0,"Baseline","Plus",2
"845","m18_12B_S11","[Clostridium] innocuum group",0,"Baseline","Plus",2
"846","m18_12B_S11","Ligilactobacillus",2.07439113738783,"Baseline","Plus",2
"847","m18_12B_S11","Dubosiella",7.44472341734819,"Baseline","Plus",2
"848","m18_12B_S11","Blautia",0.00866950323746449,"Baseline","Plus",2
"849","m18_12B_S11","Faecalibaculum",0.780425281631362,"Baseline","Plus",2
"850","m18_12B_S11","Lactobacillus",0.14976141867071,"Baseline","Plus",2
"851","m18_12B_S11","Enterococcus",0,"Baseline","Plus",2
"852","m18_12B_S11","Turicibacter",0.142281847250153,"Baseline","Plus",2
"853","m18_12B_S11","Clostridium sensu stricto 1",0.876809758800821,"Baseline","Plus",2
"854","m18_12B_S11","Paraclostridium",0,"Baseline","Plus",2
"855","m18_12B_S11","Ileibacterium",19.1439630509172,"Baseline","Plus",2
"856","m18_12B_S11","Klebsiella",0,"Baseline","Plus",2
"857","m18_12B_S11","Lachnospiraceae UCG-001",2.59065155566586,"Baseline","Plus",2
"858","m18_12B_S11","Lachnospiraceae NK4A136 group",4.74731797867982,"Baseline","Plus",2
"859","m18_12B_S11","Streptococcus",0.00662962012276697,"Baseline","Plus",2
"860","m18_12B_S11","Romboutsia",0.442654635889363,"Baseline","Plus",2
"861","m18_12B_S11","Erysipelatoclostridium",0,"Baseline","Plus",2
"862","m18_12B_S11","Bifidobacterium",0.7697158952792,"Baseline","Plus",2
"863","m18_12B_S11","Lachnoclostridium",0.965374684030605,"Baseline","Plus",2
"864","m18_12B_S11","Anaerostipes",0,"Baseline","Plus",2
"865","m18_12B_S11","Lachnospiraceae UCG-006",0.101484184956202,"Baseline","Plus",2
"866","m18_12B_S11","Salmonella",0,"Baseline","Plus",2
"867","m18_12B_S11","Parabacteroides",0.394717382693972,"Baseline","Plus",2
"868","m18_12B_S11","Cutibacterium",0,"Baseline","Plus",2
"869","m18_12B_S11","Unclassified",44.4718317640399,"Baseline","Plus",2
"870","m18_12B_S11","Other",13.5786519432437,"Baseline","Plus",2
"871","m18_12F_S24","Escherichia-Shigella",16.8721929538285,"Day2","Plus",2
"872","m18_12F_S24","Bacteroides",54.0350236478261,"Day2","Plus",2
"873","m18_12F_S24","HT002",14.9829569884118,"Day2","Plus",2
"874","m18_12F_S24","[Clostridium] innocuum group",0,"Day2","Plus",2
"875","m18_12F_S24","Ligilactobacillus",0,"Day2","Plus",2
"876","m18_12F_S24","Dubosiella",0,"Day2","Plus",2
"877","m18_12F_S24","Blautia",0,"Day2","Plus",2
"878","m18_12F_S24","Faecalibaculum",0,"Day2","Plus",2
"879","m18_12F_S24","Lactobacillus",0.000647530835418383,"Day2","Plus",2
"880","m18_12F_S24","Enterococcus",0,"Day2","Plus",2
"881","m18_12F_S24","Turicibacter",0,"Day2","Plus",2
"882","m18_12F_S24","Clostridium sensu stricto 1",2.6355800063199,"Day2","Plus",2
"883","m18_12F_S24","Paraclostridium",0,"Day2","Plus",2
"884","m18_12F_S24","Ileibacterium",0,"Day2","Plus",2
"885","m18_12F_S24","Klebsiella",5.42151667262395,"Day2","Plus",2
"886","m18_12F_S24","Lachnospiraceae UCG-001",0,"Day2","Plus",2
"887","m18_12F_S24","Lachnospiraceae NK4A136 group",0,"Day2","Plus",2
"888","m18_12F_S24","Streptococcus",0.00181308633917147,"Day2","Plus",2
"889","m18_12F_S24","Romboutsia",0.000259012334167353,"Day2","Plus",2
"890","m18_12F_S24","Erysipelatoclostridium",0,"Day2","Plus",2
"891","m18_12F_S24","Bifidobacterium",0,"Day2","Plus",2
"892","m18_12F_S24","Lachnoclostridium",0,"Day2","Plus",2
"893","m18_12F_S24","Anaerostipes",0,"Day2","Plus",2
"894","m18_12F_S24","Lachnospiraceae UCG-006",0,"Day2","Plus",2
"895","m18_12F_S24","Salmonella",0,"Day2","Plus",2
"896","m18_12F_S24","Parabacteroides",0,"Day2","Plus",2
"897","m18_12F_S24","Cutibacterium",0.00038851850125103,"Day2","Plus",2
"898","m18_12F_S24","Unclassified",3.08677949243943,"Day2","Plus",2
"899","m18_12F_S24","Other",2.96284209054035,"Day2","Plus",2
"900","m18_12N_S36","Escherichia-Shigella",0.00863366993134506,"Day13","Plus",2
"901","m18_12N_S36","Bacteroides",26.4834371676037,"Day13","Plus",2
"902","m18_12N_S36","HT002",0.0119144645052562,"Day13","Plus",2
"903","m18_12N_S36","[Clostridium] innocuum group",0.033153292536365,"Day13","Plus",2
"904","m18_12N_S36","Ligilactobacillus",0,"Day13","Plus",2
"905","m18_12N_S36","Dubosiella",0,"Day13","Plus",2
"906","m18_12N_S36","Blautia",0,"Day13","Plus",2
"907","m18_12N_S36","Faecalibaculum",0,"Day13","Plus",2
"908","m18_12N_S36","Lactobacillus",0,"Day13","Plus",2
"909","m18_12N_S36","Enterococcus",0,"Day13","Plus",2
"910","m18_12N_S36","Turicibacter",4.30871931593706,"Day13","Plus",2
"911","m18_12N_S36","Clostridium sensu stricto 1",0.16214032131066,"Day13","Plus",2
"912","m18_12N_S36","Paraclostridium",0,"Day13","Plus",2
"913","m18_12N_S36","Ileibacterium",0,"Day13","Plus",2
"914","m18_12N_S36","Klebsiella",0.00448950836429943,"Day13","Plus",2
"915","m18_12N_S36","Lachnospiraceae UCG-001",12.487049495103,"Day13","Plus",2
"916","m18_12N_S36","Lachnospiraceae NK4A136 group",12.9613833211311,"Day13","Plus",2
"917","m18_12N_S36","Streptococcus",0,"Day13","Plus",2
"918","m18_12N_S36","Romboutsia",2.39377132516473,"Day13","Plus",2
"919","m18_12N_S36","Erysipelatoclostridium",0,"Day13","Plus",2
"920","m18_12N_S36","Bifidobacterium",1.55043444627095,"Day13","Plus",2
"921","m18_12N_S36","Lachnoclostridium",3.7029810335539,"Day13","Plus",2
"922","m18_12N_S36","Anaerostipes",0,"Day13","Plus",2
"923","m18_12N_S36","Lachnospiraceae UCG-006",2.40240499509608,"Day13","Plus",2
"924","m18_12N_S36","Salmonella",0,"Day13","Plus",2
"925","m18_12N_S36","Parabacteroides",0,"Day13","Plus",2
"926","m18_12N_S36","Cutibacterium",0,"Day13","Plus",2
"927","m18_12N_S36","Unclassified",16.8598306419306,"Day13","Plus",2
"928","m18_12N_S36","Other",16.629657001561,"Day13","Plus",2
"929","m18_1B_S1","Escherichia-Shigella",0,"Baseline","Plus",2
"930","m18_1B_S1","Bacteroides",4.87036565014356,"Baseline","Plus",2
"931","m18_1B_S1","HT002",1.74072168171172,"Baseline","Plus",2
"932","m18_1B_S1","[Clostridium] innocuum group",0,"Baseline","Plus",2
"933","m18_1B_S1","Ligilactobacillus",4.48802727827981,"Baseline","Plus",2
"934","m18_1B_S1","Dubosiella",1.35357402215158,"Baseline","Plus",2
"935","m18_1B_S1","Blautia",0,"Baseline","Plus",2
"936","m18_1B_S1","Faecalibaculum",0.308996734493654,"Baseline","Plus",2
"937","m18_1B_S1","Lactobacillus",15.3555746858333,"Baseline","Plus",2
"938","m18_1B_S1","Enterococcus",0,"Baseline","Plus",2
"939","m18_1B_S1","Turicibacter",0.026691546715016,"Baseline","Plus",2
"940","m18_1B_S1","Clostridium sensu stricto 1",0.590340064733012,"Baseline","Plus",2
"941","m18_1B_S1","Paraclostridium",0,"Baseline","Plus",2
"942","m18_1B_S1","Ileibacterium",0,"Baseline","Plus",2
"943","m18_1B_S1","Klebsiella",0,"Baseline","Plus",2
"944","m18_1B_S1","Lachnospiraceae UCG-001",0.829602127628877,"Baseline","Plus",2
"945","m18_1B_S1","Lachnospiraceae NK4A136 group",7.91079733180719,"Baseline","Plus",2
"946","m18_1B_S1","Streptococcus",0.0899336799226667,"Baseline","Plus",2
"947","m18_1B_S1","Romboutsia",1.48967686395968,"Baseline","Plus",2
"948","m18_1B_S1","Erysipelatoclostridium",0.0105804329320784,"Baseline","Plus",2
"949","m18_1B_S1","Bifidobacterium",0.867835964815251,"Baseline","Plus",2
"950","m18_1B_S1","Lachnoclostridium",1.0972389879335,"Baseline","Plus",2
"951","m18_1B_S1","Anaerostipes",0,"Baseline","Plus",2
"952","m18_1B_S1","Lachnospiraceae UCG-006",0.387388123944963,"Baseline","Plus",2
"953","m18_1B_S1","Salmonella",0,"Baseline","Plus",2
"954","m18_1B_S1","Parabacteroides",0.692296963896677,"Baseline","Plus",2
"955","m18_1B_S1","Cutibacterium",0,"Baseline","Plus",2
"956","m18_1B_S1","Unclassified",42.0112922075111,"Baseline","Plus",2
"957","m18_1B_S1","Other",15.8790656515863,"Baseline","Plus",2
"958","m18_1F_S13","Escherichia-Shigella",18.0317813936437,"Day2","Plus",2
"959","m18_1F_S13","Bacteroides",55.5911776317645,"Day2","Plus",2
"960","m18_1F_S13","HT002",2.69027946194411,"Day2","Plus",2
"961","m18_1F_S13","[Clostridium] innocuum group",12.4547037590592,"Day2","Plus",2
"962","m18_1F_S13","Ligilactobacillus",0,"Day2","Plus",2
"963","m18_1F_S13","Dubosiella",0,"Day2","Plus",2
"964","m18_1F_S13","Blautia",0,"Day2","Plus",2
"965","m18_1F_S13","Faecalibaculum",0,"Day2","Plus",2
"966","m18_1F_S13","Lactobacillus",0,"Day2","Plus",2
"967","m18_1F_S13","Enterococcus",0,"Day2","Plus",2
"968","m18_1F_S13","Turicibacter",0,"Day2","Plus",2
"969","m18_1F_S13","Clostridium sensu stricto 1",2.60515072896985,"Day2","Plus",2
"970","m18_1F_S13","Paraclostridium",7.70212345957531,"Day2","Plus",2
"971","m18_1F_S13","Ileibacterium",0,"Day2","Plus",2
"972","m18_1F_S13","Klebsiella",0,"Day2","Plus",2
"973","m18_1F_S13","Lachnospiraceae UCG-001",0,"Day2","Plus",2
"974","m18_1F_S13","Lachnospiraceae NK4A136 group",0,"Day2","Plus",2
"975","m18_1F_S13","Streptococcus",0,"Day2","Plus",2
"976","m18_1F_S13","Romboutsia",0.00229124954175009,"Day2","Plus",2
"977","m18_1F_S13","Erysipelatoclostridium",0,"Day2","Plus",2
"978","m18_1F_S13","Bifidobacterium",0.000352499929500014,"Day2","Plus",2
"979","m18_1F_S13","Lachnoclostridium",0.0190349961930008,"Day2","Plus",2
"980","m18_1F_S13","Anaerostipes",0,"Day2","Plus",2
"981","m18_1F_S13","Lachnospiraceae UCG-006",0,"Day2","Plus",2
"982","m18_1F_S13","Salmonella",0,"Day2","Plus",2
"983","m18_1F_S13","Parabacteroides",0,"Day2","Plus",2
"984","m18_1F_S13","Cutibacterium",0,"Day2","Plus",2
"985","m18_1F_S13","Unclassified",0.372944925411019,"Day2","Plus",2
"986","m18_1F_S13","Other",0.530159893968019,"Day2","Plus",2
"987","m18_1N_S25","Escherichia-Shigella",0.0550064224950365,"Day13","Plus",2
"988","m18_1N_S25","Bacteroides",47.1526938671648,"Day13","Plus",2
"989","m18_1N_S25","HT002",0.0600347104239456,"Day13","Plus",2
"990","m18_1N_S25","[Clostridium] innocuum group",1.0339988450175,"Day13","Plus",2
"991","m18_1N_S25","Ligilactobacillus",0,"Day13","Plus",2
"992","m18_1N_S25","Dubosiella",0,"Day13","Plus",2
"993","m18_1N_S25","Blautia",0.693141872382052,"Day13","Plus",2
"994","m18_1N_S25","Faecalibaculum",0,"Day13","Plus",2
"995","m18_1N_S25","Lactobacillus",0.000457117084446286,"Day13","Plus",2
"996","m18_1N_S25","Enterococcus",0.043121378299433,"Day13","Plus",2
"997","m18_1N_S25","Turicibacter",5.16176611756747,"Day13","Plus",2
"998","m18_1N_S25","Clostridium sensu stricto 1",6.57090571655389,"Day13","Plus",2
"999","m18_1N_S25","Paraclostridium",0,"Day13","Plus",2
"1000","m18_1N_S25","Ileibacterium",0,"Day13","Plus",2
"1001","m18_1N_S25","Klebsiella",0,"Day13","Plus",2
"1002","m18_1N_S25","Lachnospiraceae UCG-001",6.29739732769352,"Day13","Plus",2
"1003","m18_1N_S25","Lachnospiraceae NK4A136 group",11.2146058050822,"Day13","Plus",2
"1004","m18_1N_S25","Streptococcus",0,"Day13","Plus",2
"1005","m18_1N_S25","Romboutsia",2.68876269071306,"Day13","Plus",2
"1006","m18_1N_S25","Erysipelatoclostridium",0,"Day13","Plus",2
"1007","m18_1N_S25","Bifidobacterium",0,"Day13","Plus",2
"1008","m18_1N_S25","Lachnoclostridium",3.09239707627913,"Day13","Plus",2
"1009","m18_1N_S25","Anaerostipes",0,"Day13","Plus",2
"1010","m18_1N_S25","Lachnospiraceae UCG-006",0,"Day13","Plus",2
"1011","m18_1N_S25","Salmonella",0,"Day13","Plus",2
"1012","m18_1N_S25","Parabacteroides",0,"Day13","Plus",2
"1013","m18_1N_S25","Cutibacterium",0.00121897889185676,"Day13","Plus",2
"1014","m18_1N_S25","Unclassified",7.32758686367397,"Day13","Plus",2
"1015","m18_1N_S25","Other",8.60690521067764,"Day13","Plus",2
"1016","m18_2B_S2","Escherichia-Shigella",0.000364252281129911,"Baseline","Plus",2
"1017","m18_2B_S2","Bacteroides",5.44611798131386,"Baseline","Plus",2
"1018","m18_2B_S2","HT002",1.90303604276322,"Baseline","Plus",2
"1019","m18_2B_S2","[Clostridium] innocuum group",0,"Baseline","Plus",2
"1020","m18_2B_S2","Ligilactobacillus",6.90822663776932,"Baseline","Plus",2
"1021","m18_2B_S2","Dubosiella",3.8068005900887,"Baseline","Plus",2
"1022","m18_2B_S2","Blautia",0,"Baseline","Plus",2
"1023","m18_2B_S2","Faecalibaculum",1.88081665361429,"Baseline","Plus",2
"1024","m18_2B_S2","Lactobacillus",12.3361320050267,"Baseline","Plus",2
"1025","m18_2B_S2","Enterococcus",0.00200338754621451,"Baseline","Plus",2
"1026","m18_2B_S2","Turicibacter",0.0316899484583022,"Baseline","Plus",2
"1027","m18_2B_S2","Clostridium sensu stricto 1",0.224379405176025,"Baseline","Plus",2
"1028","m18_2B_S2","Paraclostridium",0,"Baseline","Plus",2
"1029","m18_2B_S2","Ileibacterium",0,"Baseline","Plus",2
"1030","m18_2B_S2","Klebsiella",0,"Baseline","Plus",2
"1031","m18_2B_S2","Lachnospiraceae UCG-001",0.0220372630083596,"Baseline","Plus",2
"1032","m18_2B_S2","Lachnospiraceae NK4A136 group",2.86229442511884,"Baseline","Plus",2
"1033","m18_2B_S2","Streptococcus",0.107636549073889,"Baseline","Plus",2
"1034","m18_2B_S2","Romboutsia",6.02582548673211,"Baseline","Plus",2
"1035","m18_2B_S2","Erysipelatoclostridium",0.000728504562259821,"Baseline","Plus",2
"1036","m18_2B_S2","Bifidobacterium",0.886590052270202,"Baseline","Plus",2
"1037","m18_2B_S2","Lachnoclostridium",0.599741380880398,"Baseline","Plus",2
"1038","m18_2B_S2","Anaerostipes",0,"Baseline","Plus",2
"1039","m18_2B_S2","Lachnospiraceae UCG-006",0.139508623672756,"Baseline","Plus",2
"1040","m18_2B_S2","Salmonella",0,"Baseline","Plus",2
"1041","m18_2B_S2","Parabacteroides",0.898610377547489,"Baseline","Plus",2
"1042","m18_2B_S2","Cutibacterium",0.000728504562259821,"Baseline","Plus",2
"1043","m18_2B_S2","Unclassified",45.6646693499918,"Baseline","Plus",2
"1044","m18_2B_S2","Other",10.2520625785419,"Baseline","Plus",2
"1045","m18_2F_S14","Escherichia-Shigella",20.4449338870152,"Day2","Plus",2
"1046","m18_2F_S14","Bacteroides",38.4844104893661,"Day2","Plus",2
"1047","m18_2F_S14","HT002",15.9157546975015,"Day2","Plus",2
"1048","m18_2F_S14","[Clostridium] innocuum group",7.96460718409923,"Day2","Plus",2
"1049","m18_2F_S14","Ligilactobacillus",0,"Day2","Plus",2
"1050","m18_2F_S14","Dubosiella",0,"Day2","Plus",2
"1051","m18_2F_S14","Blautia",0,"Day2","Plus",2
"1052","m18_2F_S14","Faecalibaculum",0,"Day2","Plus",2
"1053","m18_2F_S14","Lactobacillus",0.000458852410122284,"Day2","Plus",2
"1054","m18_2F_S14","Enterococcus",0,"Day2","Plus",2
"1055","m18_2F_S14","Turicibacter",0,"Day2","Plus",2
"1056","m18_2F_S14","Clostridium sensu stricto 1",2.70065233517639,"Day2","Plus",2
"1057","m18_2F_S14","Paraclostridium",10.5598764157509,"Day2","Plus",2
"1058","m18_2F_S14","Ileibacterium",0,"Day2","Plus",2
"1059","m18_2F_S14","Klebsiella",0,"Day2","Plus",2
"1060","m18_2F_S14","Lachnospiraceae UCG-001",0,"Day2","Plus",2
"1061","m18_2F_S14","Lachnospiraceae NK4A136 group",0,"Day2","Plus",2
"1062","m18_2F_S14","Streptococcus",0.00198836044386323,"Day2","Plus",2
"1063","m18_2F_S14","Romboutsia",0.000764754016870474,"Day2","Plus",2
"1064","m18_2F_S14","Erysipelatoclostridium",0,"Day2","Plus",2
"1065","m18_2F_S14","Bifidobacterium",0.00137655723036685,"Day2","Plus",2
"1066","m18_2F_S14","Lachnoclostridium",0,"Day2","Plus",2
"1067","m18_2F_S14","Anaerostipes",0,"Day2","Plus",2
"1068","m18_2F_S14","Lachnospiraceae UCG-006",0,"Day2","Plus",2
"1069","m18_2F_S14","Salmonella",0,"Day2","Plus",2
"1070","m18_2F_S14","Parabacteroides",0,"Day2","Plus",2
"1071","m18_2F_S14","Cutibacterium",0.000764754016870474,"Day2","Plus",2
"1072","m18_2F_S14","Unclassified",0.82822860027072,"Day2","Plus",2
"1073","m18_2F_S14","Other",3.09618311270181,"Day2","Plus",2
"1074","m18_2N_S26","Escherichia-Shigella",0.170780968500399,"Day13","Plus",2
"1075","m18_2N_S26","Bacteroides",42.7909928852169,"Day13","Plus",2
"1076","m18_2N_S26","HT002",0.118652422559664,"Day13","Plus",2
"1077","m18_2N_S26","[Clostridium] innocuum group",0.685086873639532,"Day13","Plus",2
"1078","m18_2N_S26","Ligilactobacillus",0,"Day13","Plus",2
"1079","m18_2N_S26","Dubosiella",0,"Day13","Plus",2
"1080","m18_2N_S26","Blautia",1.09557190903896,"Day13","Plus",2
"1081","m18_2N_S26","Faecalibaculum",0,"Day13","Plus",2
"1082","m18_2N_S26","Lactobacillus",0,"Day13","Plus",2
"1083","m18_2N_S26","Enterococcus",0.0567088784292513,"Day13","Plus",2
"1084","m18_2N_S26","Turicibacter",7.46397895664388,"Day13","Plus",2
"1085","m18_2N_S26","Clostridium sensu stricto 1",11.0924747318324,"Day13","Plus",2
"1086","m18_2N_S26","Paraclostridium",0.00261733285058083,"Day13","Plus",2
"1087","m18_2N_S26","Ileibacterium",0,"Day13","Plus",2
"1088","m18_2N_S26","Klebsiella",0,"Day13","Plus",2
"1089","m18_2N_S26","Lachnospiraceae UCG-001",3.11637098075824,"Day13","Plus",2
"1090","m18_2N_S26","Lachnospiraceae NK4A136 group",10.333448205164,"Day13","Plus",2
"1091","m18_2N_S26","Streptococcus",0,"Day13","Plus",2
"1092","m18_2N_S26","Romboutsia",5.97733389751397,"Day13","Plus",2
"1093","m18_2N_S26","Erysipelatoclostridium",0,"Day13","Plus",2
"1094","m18_2N_S26","Bifidobacterium",0,"Day13","Plus",2
"1095","m18_2N_S26","Lachnoclostridium",2.42888488533901,"Day13","Plus",2
"1096","m18_2N_S26","Anaerostipes",0,"Day13","Plus",2
"1097","m18_2N_S26","Lachnospiraceae UCG-006",0,"Day13","Plus",2
"1098","m18_2N_S26","Salmonella",0,"Day13","Plus",2
"1099","m18_2N_S26","Parabacteroides",0,"Day13","Plus",2
"1100","m18_2N_S26","Cutibacterium",0,"Day13","Plus",2
"1101","m18_2N_S26","Unclassified",5.74264638524522,"Day13","Plus",2
"1102","m18_2N_S26","Other",8.92445068726798,"Day13","Plus",2
"1103","m18_3B_S3","Escherichia-Shigella",0,"Baseline","Minus",2
"1104","m18_3B_S3","Bacteroides",1.42693246479253,"Baseline","Minus",2
"1105","m18_3B_S3","HT002",3.54746560101022,"Baseline","Minus",2
"1106","m18_3B_S3","[Clostridium] innocuum group",0,"Baseline","Minus",2
"1107","m18_3B_S3","Ligilactobacillus",8.34830950236,"Baseline","Minus",2
"1108","m18_3B_S3","Dubosiella",7.89417353876479,"Baseline","Minus",2
"1109","m18_3B_S3","Blautia",0,"Baseline","Minus",2
"1110","m18_3B_S3","Faecalibaculum",4.5596852309564,"Baseline","Minus",2
"1111","m18_3B_S3","Lactobacillus",13.3647486390551,"Baseline","Minus",2
"1112","m18_3B_S3","Enterococcus",0.00893180260716238,"Baseline","Minus",2
"1113","m18_3B_S3","Turicibacter",0.00369591832020512,"Baseline","Minus",2
"1114","m18_3B_S3","Clostridium sensu stricto 1",2.7417554072055,"Baseline","Minus",2
"1115","m18_3B_S3","Paraclostridium",0,"Baseline","Minus",2
"1116","m18_3B_S3","Ileibacterium",0,"Baseline","Minus",2
"1117","m18_3B_S3","Klebsiella",0,"Baseline","Minus",2
"1118","m18_3B_S3","Lachnospiraceae UCG-001",0.747345483664811,"Baseline","Minus",2
"1119","m18_3B_S3","Lachnospiraceae NK4A136 group",1.07766818353314,"Baseline","Minus",2
"1120","m18_3B_S3","Streptococcus",0.059134693123282,"Baseline","Minus",2
"1121","m18_3B_S3","Romboutsia",3.64340548073888,"Baseline","Minus",2
"1122","m18_3B_S3","Erysipelatoclostridium",0.0665265297636922,"Baseline","Minus",2
"1123","m18_3B_S3","Bifidobacterium",0.954470906192973,"Baseline","Minus",2
"1124","m18_3B_S3","Lachnoclostridium",0.769982983376067,"Baseline","Minus",2
"1125","m18_3B_S3","Anaerostipes",0,"Baseline","Minus",2
"1126","m18_3B_S3","Lachnospiraceae UCG-006",0.0639085876202136,"Baseline","Minus",2
"1127","m18_3B_S3","Salmonella",0,"Baseline","Minus",2
"1128","m18_3B_S3","Parabacteroides",0.294287496246333,"Baseline","Minus",2
"1129","m18_3B_S3","Cutibacterium",0,"Baseline","Minus",2
"1130","m18_3B_S3","Unclassified",41.5120925827539,"Baseline","Minus",2
"1131","m18_3B_S3","Other",8.91547896791481,"Baseline","Minus",2
"1132","m18_3F_S15","Escherichia-Shigella",40.2612884104301,"Day2","Minus",2
"1133","m18_3F_S15","Bacteroides",0,"Day2","Minus",2
"1134","m18_3F_S15","HT002",25.8362524584115,"Day2","Minus",2
"1135","m18_3F_S15","[Clostridium] innocuum group",25.5946967664774,"Day2","Minus",2
"1136","m18_3F_S15","Ligilactobacillus",0.00104682856742819,"Day2","Minus",2
"1137","m18_3F_S15","Dubosiella",0,"Day2","Minus",2
"1138","m18_3F_S15","Blautia",0,"Day2","Minus",2
"1139","m18_3F_S15","Faecalibaculum",0,"Day2","Minus",2
"1140","m18_3F_S15","Lactobacillus",0.00732779997199734,"Day2","Minus",2
"1141","m18_3F_S15","Enterococcus",0,"Day2","Minus",2
"1142","m18_3F_S15","Turicibacter",0,"Day2","Minus",2
"1143","m18_3F_S15","Clostridium sensu stricto 1",0.105075417455605,"Day2","Minus",2
