"","Sample","MTaxa","Proportion","Day","Condition","Experiment"
"404","26_5H_S12","Cutibacterium",0,"Day4","Minus",1
"405","26_5H_S12","Unclassified",0.652262535670616,"Day4","Minus",1
"406","26_5H_S12","Other",6.06400326131268,"Day4","Minus",1
"407","26_5L_S19","Escherichia-Shigella",1.15930027947417,"Day12","Minus",1
"408","26_5L_S19","Bacteroides",42.5318290032088,"Day12","Minus",1
"409","26_5L_S19","HT002",0,"Day12","Minus",1
"410","26_5L_S19","[Clostridium] innocuum group",2.50491667529241,"Day12","Minus",1
"411","26_5L_S19","Ligilactobacillus",0,"Day12","Minus",1
"412","26_5L_S19","Dubosiella",0,"Day12","Minus",1
"413","26_5L_S19","Blautia",3.77807680364352,"Day12","Minus",1
"414","26_5L_S19","Faecalibaculum",0,"Day12","Minus",1
"415","26_5L_S19","Lactobacillus",0,"Day12","Minus",1
"416","26_5L_S19","Enterococcus",0.931580581720319,"Day12","Minus",1
"417","26_5L_S19","Turicibacter",3.69526964082393,"Day12","Minus",1
"418","26_5L_S19","Clostridium sensu stricto 1",0.0931580581720319,"Day12","Minus",1
"419","26_5L_S19","Paraclostridium",0,"Day12","Minus",1
"420","26_5L_S19","Ileibacterium",0,"Day12","Minus",1
"421","26_5L_S19","Klebsiella",0,"Day12","Minus",1
"422","26_5L_S19","Lachnospiraceae UCG-001",0,"Day12","Minus",1
"423","26_5L_S19","Lachnospiraceae NK4A136 group",0.652106407204223,"Day12","Minus",1
"424","26_5L_S19","Streptococcus",0,"Day12","Minus",1
"425","26_5L_S19","Romboutsia",0,"Day12","Minus",1
"426","26_5L_S19","Erysipelatoclostridium",0,"Day12","Minus",1
"427","26_5L_S19","Bifidobacterium",3.0845668150295,"Day12","Minus",1
"428","26_5L_S19","Lachnoclostridium",0,"Day12","Minus",1
"429","26_5L_S19","Anaerostipes",1.15930027947417,"Day12","Minus",1
"430","26_5L_S19","Lachnospiraceae UCG-006",0,"Day12","Minus",1
"431","26_5L_S19","Salmonella",0,"Day12","Minus",1
"432","26_5L_S19","Parabacteroides",25.3079391367353,"Day12","Minus",1
"433","26_5L_S19","Cutibacterium",0,"Day12","Minus",1
"434","26_5L_S19","Unclassified",1.20070386088396,"Day12","Minus",1
"435","26_5L_S19","Other",13.9012524583377,"Day12","Minus",1
"436","26_6A_S6","Escherichia-Shigella",0,"Baseline","Plus",1
"437","26_6A_S6","Bacteroides",14.498695490123,"Baseline","Plus",1
"438","26_6A_S6","HT002",0.0993912287240651,"Baseline","Plus",1
"439","26_6A_S6","[Clostridium] innocuum group",0,"Baseline","Plus",1
"440","26_6A_S6","Ligilactobacillus",14.7471735619332,"Baseline","Plus",1
"441","26_6A_S6","Dubosiella",0.509380047210834,"Baseline","Plus",1
"442","26_6A_S6","Blautia",0,"Baseline","Plus",1
"443","26_6A_S6","Faecalibaculum",0.236054168219655,"Baseline","Plus",1
"444","26_6A_S6","Lactobacillus",0.086967325133557,"Baseline","Plus",1
"445","26_6A_S6","Enterococcus",0,"Baseline","Plus",1
"446","26_6A_S6","Turicibacter",0.186358553857622,"Baseline","Plus",1
"447","26_6A_S6","Clostridium sensu stricto 1",1.47844452727047,"Baseline","Plus",1
"448","26_6A_S6","Paraclostridium",0,"Baseline","Plus",1
"449","26_6A_S6","Ileibacterium",0,"Baseline","Plus",1
"450","26_6A_S6","Klebsiella",0,"Baseline","Plus",1
"451","26_6A_S6","Lachnospiraceae UCG-001",1.00633619083116,"Baseline","Plus",1
"452","26_6A_S6","Lachnospiraceae NK4A136 group",4.07504037768667,"Baseline","Plus",1
"453","26_6A_S6","Streptococcus",0,"Baseline","Plus",1
"454","26_6A_S6","Romboutsia",1.61510746676606,"Baseline","Plus",1
"455","26_6A_S6","Erysipelatoclostridium",0.0621195179525407,"Baseline","Plus",1
"456","26_6A_S6","Bifidobacterium",0,"Baseline","Plus",1
"457","26_6A_S6","Lachnoclostridium",0.571499565163374,"Baseline","Plus",1
"458","26_6A_S6","Anaerostipes",0,"Baseline","Plus",1
"459","26_6A_S6","Lachnospiraceae UCG-006",0.422412722077277,"Baseline","Plus",1
"460","26_6A_S6","Salmonella",0,"Baseline","Plus",1
"461","26_6A_S6","Parabacteroides",3.08112809044602,"Baseline","Plus",1
"462","26_6A_S6","Cutibacterium",0,"Baseline","Plus",1
"463","26_6A_S6","Unclassified",39.706795875264,"Baseline","Plus",1
"464","26_6A_S6","Other",17.6170952913405,"Baseline","Plus",1
"465","26_6H_S13","Escherichia-Shigella",6.77083333333333,"Day4","Plus",1
"466","26_6H_S13","Bacteroides",66.6666666666667,"Day4","Plus",1
"467","26_6H_S13","HT002",0,"Day4","Plus",1
"468","26_6H_S13","[Clostridium] innocuum group",5.79668209876543,"Day4","Plus",1
"469","26_6H_S13","Ligilactobacillus",0,"Day4","Plus",1
"470","26_6H_S13","Dubosiella",0,"Day4","Plus",1
"471","26_6H_S13","Blautia",0,"Day4","Plus",1
"472","26_6H_S13","Faecalibaculum",0,"Day4","Plus",1
"473","26_6H_S13","Lactobacillus",0,"Day4","Plus",1
"474","26_6H_S13","Enterococcus",9.43287037037037,"Day4","Plus",1
"475","26_6H_S13","Turicibacter",0,"Day4","Plus",1
"476","26_6H_S13","Clostridium sensu stricto 1",0.540123456790123,"Day4","Plus",1
"477","26_6H_S13","Paraclostridium",0,"Day4","Plus",1
"478","26_6H_S13","Ileibacterium",0,"Day4","Plus",1
"479","26_6H_S13","Klebsiella",1.3599537037037,"Day4","Plus",1
"480","26_6H_S13","Lachnospiraceae UCG-001",0,"Day4","Plus",1
"481","26_6H_S13","Lachnospiraceae NK4A136 group",0,"Day4","Plus",1
"482","26_6H_S13","Streptococcus",0,"Day4","Plus",1
"483","26_6H_S13","Romboutsia",0,"Day4","Plus",1
"484","26_6H_S13","Erysipelatoclostridium",9.04706790123457,"Day4","Plus",1
"485","26_6H_S13","Bifidobacterium",0,"Day4","Plus",1
"486","26_6H_S13","Lachnoclostridium",0,"Day4","Plus",1
"487","26_6H_S13","Anaerostipes",0,"Day4","Plus",1
"488","26_6H_S13","Lachnospiraceae UCG-006",0,"Day4","Plus",1
"489","26_6H_S13","Salmonella",0,"Day4","Plus",1
"490","26_6H_S13","Parabacteroides",0,"Day4","Plus",1
"491","26_6H_S13","Cutibacterium",0,"Day4","Plus",1
"492","26_6H_S13","Unclassified",0.135030864197532,"Day4","Plus",1
"493","26_6H_S13","Other",0.250771604938265,"Day4","Plus",1
"494","26_6L_S20","Escherichia-Shigella",0.249014318323304,"Day12","Plus",1
"495","26_6L_S20","Bacteroides",52.386387217265,"Day12","Plus",1
"496","26_6L_S20","HT002",0,"Day12","Plus",1
"497","26_6L_S20","[Clostridium] innocuum group",0.394272670678564,"Day12","Plus",1
"498","26_6L_S20","Ligilactobacillus",0,"Day12","Plus",1
"499","26_6L_S20","Dubosiella",0,"Day12","Plus",1
"500","26_6L_S20","Blautia",0.155633948952065,"Day12","Plus",1
"501","26_6L_S20","Faecalibaculum",0,"Day12","Plus",1
"502","26_6L_S20","Lactobacillus",0,"Day12","Plus",1
"503","26_6L_S20","Enterococcus",0.446150653662586,"Day12","Plus",1
"504","26_6L_S20","Turicibacter",0,"Day12","Plus",1
"505","26_6L_S20","Clostridium sensu stricto 1",0,"Day12","Plus",1
"506","26_6L_S20","Paraclostridium",0,"Day12","Plus",1
"507","26_6L_S20","Ileibacterium",39.5725254202117,"Day12","Plus",1
"508","26_6L_S20","Klebsiella",0,"Day12","Plus",1
"509","26_6L_S20","Lachnospiraceae UCG-001",0.394272670678564,"Day12","Plus",1
"510","26_6L_S20","Lachnospiraceae NK4A136 group",2.57314795600747,"Day12","Plus",1
"511","26_6L_S20","Streptococcus",0,"Day12","Plus",1
"512","26_6L_S20","Romboutsia",0.0622535795808259,"Day12","Plus",1
"513","26_6L_S20","Erysipelatoclostridium",0.155633948952065,"Day12","Plus",1
"514","26_6L_S20","Bifidobacterium",0,"Day12","Plus",1
"515","26_6L_S20","Lachnoclostridium",0.103755965968043,"Day12","Plus",1
"516","26_6L_S20","Anaerostipes",0,"Day12","Plus",1
"517","26_6L_S20","Lachnospiraceae UCG-006",0.0622535795808259,"Day12","Plus",1
"518","26_6L_S20","Salmonella",0,"Day12","Plus",1
"519","26_6L_S20","Parabacteroides",0,"Day12","Plus",1
"520","26_6L_S20","Cutibacterium",0,"Day12","Plus",1
"521","26_6L_S20","Unclassified",2.01286573978004,"Day12","Plus",1
"522","26_6L_S20","Other",1.431832330359,"Day12","Plus",1
"523","26_7A_S7","Escherichia-Shigella",0,"Baseline","Plus",1
"524","26_7A_S7","Bacteroides",4.41386704789135,"Baseline","Plus",1
"525","26_7A_S7","HT002",0.428877769835597,"Baseline","Plus",1
"526","26_7A_S7","[Clostridium] innocuum group",0,"Baseline","Plus",1
"527","26_7A_S7","Ligilactobacillus",2.662616154396,"Baseline","Plus",1
"528","26_7A_S7","Dubosiella",3.50250178699071,"Baseline","Plus",1
"529","26_7A_S7","Blautia",0,"Baseline","Plus",1
"530","26_7A_S7","Faecalibaculum",0,"Baseline","Plus",1
"531","26_7A_S7","Lactobacillus",10.6683345246605,"Baseline","Plus",1
"532","26_7A_S7","Enterococcus",0,"Baseline","Plus",1
"533","26_7A_S7","Turicibacter",3.21658327376698,"Baseline","Plus",1
"534","26_7A_S7","Clostridium sensu stricto 1",3.00214438884918,"Baseline","Plus",1
"535","26_7A_S7","Paraclostridium",0,"Baseline","Plus",1
"536","26_7A_S7","Ileibacterium",0,"Baseline","Plus",1
"537","26_7A_S7","Klebsiella",0,"Baseline","Plus",1
"538","26_7A_S7","Lachnospiraceae UCG-001",1.57255182273052,"Baseline","Plus",1
"539","26_7A_S7","Lachnospiraceae NK4A136 group",9.13152251608292,"Baseline","Plus",1
"540","26_7A_S7","Streptococcus",0,"Baseline","Plus",1
"541","26_7A_S7","Romboutsia",0.142959256611866,"Baseline","Plus",1
"542","26_7A_S7","Erysipelatoclostridium",0,"Baseline","Plus",1
"543","26_7A_S7","Bifidobacterium",0.732666190135811,"Baseline","Plus",1
"544","26_7A_S7","Lachnoclostridium",0.929235167977127,"Baseline","Plus",1
"545","26_7A_S7","Anaerostipes",0,"Baseline","Plus",1
"546","26_7A_S7","Lachnospiraceae UCG-006",0.285918513223731,"Baseline","Plus",1
"547","26_7A_S7","Salmonella",0,"Baseline","Plus",1
"548","26_7A_S7","Parabacteroides",0.518227305218013,"Baseline","Plus",1
"549","26_7A_S7","Cutibacterium",0,"Baseline","Plus",1
"550","26_7A_S7","Unclassified",43.6204431736955,"Baseline","Plus",1
"551","26_7A_S7","Other",15.1715511079342,"Baseline","Plus",1
"552","26_7H_S14","Escherichia-Shigella",2.69681568302043,"Day4","Plus",1
"553","26_7H_S14","Bacteroides",60.3671818276112,"Day4","Plus",1
"554","26_7H_S14","HT002",0,"Day4","Plus",1
"555","26_7H_S14","[Clostridium] innocuum group",5.19655637382014,"Day4","Plus",1
"556","26_7H_S14","Ligilactobacillus",0,"Day4","Plus",1
"557","26_7H_S14","Dubosiella",0,"Day4","Plus",1
"558","26_7H_S14","Blautia",9.76039829893165,"Day4","Plus",1
"559","26_7H_S14","Faecalibaculum",0,"Day4","Plus",1
"560","26_7H_S14","Lactobacillus",0,"Day4","Plus",1
"561","26_7H_S14","Enterococcus",14.8221138886008,"Day4","Plus",1
"562","26_7H_S14","Turicibacter",0,"Day4","Plus",1
"563","26_7H_S14","Clostridium sensu stricto 1",0.663831552743491,"Day4","Plus",1
"564","26_7H_S14","Paraclostridium",0,"Day4","Plus",1
"565","26_7H_S14","Ileibacterium",0,"Day4","Plus",1
"566","26_7H_S14","Klebsiella",0,"Day4","Plus",1
"567","26_7H_S14","Lachnospiraceae UCG-001",0,"Day4","Plus",1
"568","26_7H_S14","Lachnospiraceae NK4A136 group",0.0622342080697023,"Day4","Plus",1
"569","26_7H_S14","Streptococcus",0,"Day4","Plus",1
"570","26_7H_S14","Romboutsia",0,"Day4","Plus",1
"571","26_7H_S14","Erysipelatoclostridium",0,"Day4","Plus",1
"572","26_7H_S14","Bifidobacterium",0.0414894720464682,"Day4","Plus",1
"573","26_7H_S14","Lachnoclostridium",1.28617363344051,"Day4","Plus",1
"574","26_7H_S14","Anaerostipes",0,"Day4","Plus",1
"575","26_7H_S14","Lachnospiraceae UCG-006",0,"Day4","Plus",1
"576","26_7H_S14","Salmonella",0,"Day4","Plus",1
"577","26_7H_S14","Parabacteroides",0,"Day4","Plus",1
"578","26_7H_S14","Cutibacterium",0,"Day4","Plus",1
"579","26_7H_S14","Unclassified",0.850534176952607,"Day4","Plus",1
"580","26_7H_S14","Other",4.25267088476299,"Day4","Plus",1
"581","26_7L_S21","Escherichia-Shigella",0,"Day12","Plus",1
"582","26_7L_S21","Bacteroides",65.4553561475867,"Day12","Plus",1
"583","26_7L_S21","HT002",0,"Day12","Plus",1
"584","26_7L_S21","[Clostridium] innocuum group",0.969791550551778,"Day12","Plus",1
"585","26_7L_S21","Ligilactobacillus",0,"Day12","Plus",1
"586","26_7L_S21","Dubosiella",0,"Day12","Plus",1
"587","26_7L_S21","Blautia",0.390146026084049,"Day12","Plus",1
"588","26_7L_S21","Faecalibaculum",0,"Day12","Plus",1
"589","26_7L_S21","Lactobacillus",0,"Day12","Plus",1
"590","26_7L_S21","Enterococcus",0.635380671051165,"Day12","Plus",1
"591","26_7L_S21","Turicibacter",0,"Day12","Plus",1
"592","26_7L_S21","Clostridium sensu stricto 1",0,"Day12","Plus",1
"593","26_7L_S21","Paraclostridium",0,"Day12","Plus",1
"594","26_7L_S21","Ileibacterium",0,"Day12","Plus",1
"595","26_7L_S21","Klebsiella",0,"Day12","Plus",1
"596","26_7L_S21","Lachnospiraceae UCG-001",1.80581874930331,"Day12","Plus",1
"597","26_7L_S21","Lachnospiraceae NK4A136 group",10.7122951733363,"Day12","Plus",1
"598","26_7L_S21","Streptococcus",0,"Day12","Plus",1
"599","26_7L_S21","Romboutsia",0,"Day12","Plus",1
"600","26_7L_S21","Erysipelatoclostridium",0,"Day12","Plus",1
"601","26_7L_S21","Bifidobacterium",0.646527700367852,"Day12","Plus",1
"602","26_7L_S21","Lachnoclostridium",1.24846728346896,"Day12","Plus",1
"603","26_7L_S21","Anaerostipes",0,"Day12","Plus",1
"604","26_7L_S21","Lachnospiraceae UCG-006",0.757997993534723,"Day12","Plus",1
"605","26_7L_S21","Salmonella",0,"Day12","Plus",1
"606","26_7L_S21","Parabacteroides",0,"Day12","Plus",1
"607","26_7L_S21","Cutibacterium",0,"Day12","Plus",1
"608","26_7L_S21","Unclassified",8.4605952513655,"Day12","Plus",1
"609","26_7L_S21","Other",8.91762345334969,"Day12","Plus",1
"610","26_Bt_neg_S23","Escherichia-Shigella",2.1505376344086,"Ctrl","Ctrl",1
"611","26_Bt_neg_S23","Bacteroides",0.65284178187404,"Ctrl","Ctrl",1
"612","26_Bt_neg_S23","HT002",0.729646697388633,"Ctrl","Ctrl",1
"613","26_Bt_neg_S23","[Clostridium] innocuum group",0,"Ctrl","Ctrl",1
"614","26_Bt_neg_S23","Ligilactobacillus",0,"Ctrl","Ctrl",1
"615","26_Bt_neg_S23","Dubosiella",0,"Ctrl","Ctrl",1
"616","26_Bt_neg_S23","Blautia",20.5453149001536,"Ctrl","Ctrl",1
"617","26_Bt_neg_S23","Faecalibaculum",0,"Ctrl","Ctrl",1
"618","26_Bt_neg_S23","Lactobacillus",0.422427035330261,"Ctrl","Ctrl",1
"619","26_Bt_neg_S23","Enterococcus",0.422427035330261,"Ctrl","Ctrl",1
"620","26_Bt_neg_S23","Turicibacter",0,"Ctrl","Ctrl",1
"621","26_Bt_neg_S23","Clostridium sensu stricto 1",3.72503840245776,"Ctrl","Ctrl",1
"622","26_Bt_neg_S23","Paraclostridium",0,"Ctrl","Ctrl",1
"623","26_Bt_neg_S23","Ileibacterium",0,"Ctrl","Ctrl",1
"624","26_Bt_neg_S23","Klebsiella",0,"Ctrl","Ctrl",1
"625","26_Bt_neg_S23","Lachnospiraceae UCG-001",0,"Ctrl","Ctrl",1
"626","26_Bt_neg_S23","Lachnospiraceae NK4A136 group",0,"Ctrl","Ctrl",1
"627","26_Bt_neg_S23","Streptococcus",21.2749615975422,"Ctrl","Ctrl",1
"628","26_Bt_neg_S23","Romboutsia",3.60983102918587,"Ctrl","Ctrl",1
"629","26_Bt_neg_S23","Erysipelatoclostridium",0,"Ctrl","Ctrl",1
"630","26_Bt_neg_S23","Bifidobacterium",8.60215053763441,"Ctrl","Ctrl",1
"631","26_Bt_neg_S23","Lachnoclostridium",0,"Ctrl","Ctrl",1
"632","26_Bt_neg_S23","Anaerostipes",9.7542242703533,"Ctrl","Ctrl",1
"633","26_Bt_neg_S23","Lachnospiraceae UCG-006",0,"Ctrl","Ctrl",1
"634","26_Bt_neg_S23","Salmonella",0,"Ctrl","Ctrl",1
"635","26_Bt_neg_S23","Parabacteroides",0,"Ctrl","Ctrl",1
"636","26_Bt_neg_S23","Cutibacterium",0,"Ctrl","Ctrl",1
"637","26_Bt_neg_S23","Unclassified",0.384024577572958,"Ctrl","Ctrl",1
"638","26_Bt_neg_S23","Other",27.7265745007681,"Ctrl","Ctrl",1
"639","26_Bt_pos_S22","Escherichia-Shigella",0.161953407250529,"Ctrl","Ctrl",1
"640","26_Bt_pos_S22","Bacteroides",94.1696773389809,"Ctrl","Ctrl",1
"641","26_Bt_pos_S22","HT002",0.0747477264233213,"Ctrl","Ctrl",1
"642","26_Bt_pos_S22","[Clostridium] innocuum group",0,"Ctrl","Ctrl",1
"643","26_Bt_pos_S22","Ligilactobacillus",0,"Ctrl","Ctrl",1
"644","26_Bt_pos_S22","Dubosiella",0,"Ctrl","Ctrl",1
"645","26_Bt_pos_S22","Blautia",1.17104771396537,"Ctrl","Ctrl",1
"646","26_Bt_pos_S22","Faecalibaculum",0,"Ctrl","Ctrl",1
"647","26_Bt_pos_S22","Lactobacillus",0,"Ctrl","Ctrl",1
"648","26_Bt_pos_S22","Enterococcus",0,"Ctrl","Ctrl",1
"649","26_Bt_pos_S22","Turicibacter",0,"Ctrl","Ctrl",1
"650","26_Bt_pos_S22","Clostridium sensu stricto 1",0.19932727046219,"Ctrl","Ctrl",1
"651","26_Bt_pos_S22","Paraclostridium",0,"Ctrl","Ctrl",1
"652","26_Bt_pos_S22","Ileibacterium",0,"Ctrl","Ctrl",1
"653","26_Bt_pos_S22","Klebsiella",0,"Ctrl","Ctrl",1
"654","26_Bt_pos_S22","Lachnospiraceae UCG-001",0,"Ctrl","Ctrl",1
"655","26_Bt_pos_S22","Lachnospiraceae NK4A136 group",0,"Ctrl","Ctrl",1
"656","26_Bt_pos_S22","Streptococcus",1.2333374859848,"Ctrl","Ctrl",1
"657","26_Bt_pos_S22","Romboutsia",0.249159088077738,"Ctrl","Ctrl",1
"658","26_Bt_pos_S22","Erysipelatoclostridium",0,"Ctrl","Ctrl",1
"659","26_Bt_pos_S22","Bifidobacterium",0.286532951289398,"Ctrl","Ctrl",1
"660","26_Bt_pos_S22","Lachnoclostridium",0,"Ctrl","Ctrl",1
"661","26_Bt_pos_S22","Anaerostipes",0.510776130559362,"Ctrl","Ctrl",1
"662","26_Bt_pos_S22","Lachnospiraceae UCG-006",0,"Ctrl","Ctrl",1
"663","26_Bt_pos_S22","Salmonella",0,"Ctrl","Ctrl",1
"664","26_Bt_pos_S22","Parabacteroides",0,"Ctrl","Ctrl",1
"665","26_Bt_pos_S22","Cutibacterium",0,"Ctrl","Ctrl",1
"666","26_Bt_pos_S22","Unclassified",0.386196586520484,"Ctrl","Ctrl",1
"667","26_Bt_pos_S22","Other",1.55724430048586,"Ctrl","Ctrl",1
"668","m18_10B_S9","Escherichia-Shigella",0,"Baseline","Minus",2
"669","m18_10B_S9","Bacteroides",2.19459188798011,"Baseline","Minus",2
"670","m18_10B_S9","HT002",0.877007153830314,"Baseline","Minus",2
"671","m18_10B_S9","[Clostridium] innocuum group",0,"Baseline","Minus",2
"672","m18_10B_S9","Ligilactobacillus",1.57402044078498,"Baseline","Minus",2
"673","m18_10B_S9","Dubosiella",11.3602055041087,"Baseline","Minus",2
"674","m18_10B_S9","Blautia",0.00962930152009635,"Baseline","Minus",2
"675","m18_10B_S9","Faecalibaculum",0.843971242461368,"Baseline","Minus",2
"676","m18_10B_S9","Lactobacillus",6.79117600437318,"Baseline","Minus",2
"677","m18_10B_S9","Enterococcus",0,"Baseline","Minus",2
"678","m18_10B_S9","Turicibacter",1.86364020188942,"Baseline","Minus",2
"679","m18_10B_S9","Clostridium sensu stricto 1",1.77845791921164,"Baseline","Minus",2
"680","m18_10B_S9","Paraclostridium",0,"Baseline","Minus",2
"681","m18_10B_S9","Ileibacterium",2.08792885575751,"Baseline","Minus",2
"682","m18_10B_S9","Klebsiella",0,"Baseline","Minus",2
"683","m18_10B_S9","Lachnospiraceae UCG-001",2.52924715157854,"Baseline","Minus",2
"684","m18_10B_S9","Lachnospiraceae NK4A136 group",7.39100741752503,"Baseline","Minus",2
"685","m18_10B_S9","Streptococcus",0.00148143100309175,"Baseline","Minus",2
"686","m18_10B_S9","Romboutsia",1.2981779880093,"Baseline","Minus",2
"687","m18_10B_S9","Erysipelatoclostridium",0,"Baseline","Minus",2
"688","m18_10B_S9","Bifidobacterium",1.35002807311751,"Baseline","Minus",2
"689","m18_10B_S9","Lachnoclostridium",1.04263113997597,"Baseline","Minus",2
"690","m18_10B_S9","Anaerostipes",0,"Baseline","Minus",2
"691","m18_10B_S9","Lachnospiraceae UCG-006",0.118662623347649,"Baseline","Minus",2
"692","m18_10B_S9","Salmonella",0,"Baseline","Minus",2
"693","m18_10B_S9","Parabacteroides",0.641904053639654,"Baseline","Minus",2
"694","m18_10B_S9","Cutibacterium",0,"Baseline","Minus",2
"695","m18_10B_S9","Unclassified",41.0895628741539,"Baseline","Minus",2
"696","m18_10B_S9","Other",15.156668735732,"Baseline","Minus",2
"697","m18_10F_S22","Escherichia-Shigella",66.4176806739248,"Day2","Minus",2
"698","m18_10F_S22","Bacteroides",0.000769742351839992,"Day2","Minus",2
"699","m18_10F_S22","HT002",0.000615793881471994,"Day2","Minus",2
"700","m18_10F_S22","[Clostridium] innocuum group",0,"Day2","Minus",2
"701","m18_10F_S22","Ligilactobacillus",0.00508029952214395,"Day2","Minus",2
"702","m18_10F_S22","Dubosiella",0,"Day2","Minus",2
"703","m18_10F_S22","Blautia",0.00246317552588797,"Day2","Minus",2
"704","m18_10F_S22","Faecalibaculum",0,"Day2","Minus",2
"705","m18_10F_S22","Lactobacillus",0.0283265185477117,"Day2","Minus",2
"706","m18_10F_S22","Enterococcus",0,"Day2","Minus",2
"707","m18_10F_S22","Turicibacter",0,"Day2","Minus",2
"708","m18_10F_S22","Clostridium sensu stricto 1",0.201210650770974,"Day2","Minus",2
"709","m18_10F_S22","Paraclostridium",0,"Day2","Minus",2
"710","m18_10F_S22","Ileibacterium",0,"Day2","Minus",2
"711","m18_10F_S22","Klebsiella",26.8427631903049,"Day2","Minus",2
"712","m18_10F_S22","Lachnospiraceae UCG-001",0,"Day2","Minus",2
"713","m18_10F_S22","Lachnospiraceae NK4A136 group",0,"Day2","Minus",2
"714","m18_10F_S22","Streptococcus",0.00677373269619193,"Day2","Minus",2
"715","m18_10F_S22","Romboutsia",0,"Day2","Minus",2
"716","m18_10F_S22","Erysipelatoclostridium",0,"Day2","Minus",2
"717","m18_10F_S22","Bifidobacterium",0,"Day2","Minus",2
"718","m18_10F_S22","Lachnoclostridium",0,"Day2","Minus",2
"719","m18_10F_S22","Anaerostipes",0.00446450564067195,"Day2","Minus",2
"720","m18_10F_S22","Lachnospiraceae UCG-006",0,"Day2","Minus",2
"721","m18_10F_S22","Salmonella",0,"Day2","Minus",2
"722","m18_10F_S22","Parabacteroides",0,"Day2","Minus",2
"723","m18_10F_S22","Cutibacterium",0.00384871175919996,"Day2","Minus",2
"724","m18_10F_S22","Unclassified",5.90315409626091,"Day2","Minus",2
"725","m18_10F_S22","Other",0.582848908813247,"Day2","Minus",2
"726","m18_10N_S34","Escherichia-Shigella",0.177632655057868,"Day13","Minus",2
"727","m18_10N_S34","Bacteroides",0,"Day13","Minus",2
"728","m18_10N_S34","HT002",0.234652431595377,"Day13","Minus",2
"729","m18_10N_S34","[Clostridium] innocuum group",0,"Day13","Minus",2
"730","m18_10N_S34","Ligilactobacillus",0,"Day13","Minus",2
"731","m18_10N_S34","Dubosiella",25.4462600071236,"Day13","Minus",2
"732","m18_10N_S34","Blautia",0,"Day13","Minus",2
"733","m18_10N_S34","Faecalibaculum",0.714505189105401,"Day13","Minus",2
"734","m18_10N_S34","Lactobacillus",0.128714884301829,"Day13","Minus",2
"735","m18_10N_S34","Enterococcus",0.0426501813779219,"Day13","Minus",2
"736","m18_10N_S34","Turicibacter",1.90121973404019,"Day13","Minus",2
"737","m18_10N_S34","Clostridium sensu stricto 1",0,"Day13","Minus",2
"738","m18_10N_S34","Paraclostridium",0,"Day13","Minus",2
"739","m18_10N_S34","Ileibacterium",4.86181494101587,"Day13","Minus",2
"740","m18_10N_S34","Klebsiella",0.0065733254453428,"Day13","Minus",2
"741","m18_10N_S34","Lachnospiraceae UCG-001",4.36239507520343,"Day13","Minus",2
"742","m18_10N_S34","Lachnospiraceae NK4A136 group",1.63201912684837,"Day13","Minus",2
"743","m18_10N_S34","Streptococcus",0,"Day13","Minus",2
"744","m18_10N_S34","Romboutsia",1.17968261538861,"Day13","Minus",2
"745","m18_10N_S34","Erysipelatoclostridium",0.113580948974179,"Day13","Minus",2
"746","m18_10N_S34","Bifidobacterium",4.10236655002836,"Day13","Minus",2
"747","m18_10N_S34","Lachnoclostridium",0.262780149780099,"Day13","Minus",2
"748","m18_10N_S34","Anaerostipes",0,"Day13","Minus",2
"749","m18_10N_S34","Lachnospiraceae UCG-006",0,"Day13","Minus",2
"750","m18_10N_S34","Salmonella",0,"Day13","Minus",2
"751","m18_10N_S34","Parabacteroides",0,"Day13","Minus",2
"752","m18_10N_S34","Cutibacterium",0.000305736067225246,"Day13","Minus",2
"753","m18_10N_S34","Unclassified",48.3153178355721,"Day13","Minus",2
"754","m18_10N_S34","Other",6.51752861307419,"Day13","Minus",2
"755","m18_11B_S10","Escherichia-Shigella",0,"Baseline","Plus",2
"756","m18_11B_S10","Bacteroides",2.80372221264863,"Baseline","Plus",2
"757","m18_11B_S10","HT002",0.158538686886093,"Baseline","Plus",2
"758","m18_11B_S10","[Clostridium] innocuum group",0,"Baseline","Plus",2
"759","m18_11B_S10","Ligilactobacillus",3.26117790532748,"Baseline","Plus",2
"760","m18_11B_S10","Dubosiella",15.7873248584949,"Baseline","Plus",2
"761","m18_11B_S10","Blautia",0.0224022057556436,"Baseline","Plus",2
"762","m18_11B_S10","Faecalibaculum",4.17608929068519,"Baseline","Plus",2
"763","m18_11B_S10","Lactobacillus",2.61933482681372,"Baseline","Plus",2
"764","m18_11B_S10","Enterococcus",0,"Baseline","Plus",2
"765","m18_11B_S10","Turicibacter",0.783016742003473,"Baseline","Plus",2
"766","m18_11B_S10","Clostridium sensu stricto 1",5.22117207280054,"Baseline","Plus",2
"767","m18_11B_S10","Paraclostridium",0,"Baseline","Plus",2
"768","m18_11B_S10","Ileibacterium",0.225347631861504,"Baseline","Plus",2
"769","m18_11B_S10","Klebsiella",0,"Baseline","Plus",2
"770","m18_11B_S10","Lachnospiraceae UCG-001",0.764458701732526,"Baseline","Plus",2
"771","m18_11B_S10","Lachnospiraceae NK4A136 group",2.6268906003526,"Baseline","Plus",2
"772","m18_11B_S10","Streptococcus",0.0011930168745609,"Baseline","Plus",2
"773","m18_11B_S10","Romboutsia",2.6797810151248,"Baseline","Plus",2
"774","m18_11B_S10","Erysipelatoclostridium",0,"Baseline","Plus",2
